case_id,region,dice,hd95,nsd,volume_pred_ml,volume_ref_ml,volume_error_ml,relative_volume_error,reference_empty,prediction_empty,lesion_recall,lesion_precision,lesion_f1
BRATS_002,wt,0.907178053003063,,,72.101,63.061,9.04,0.14335326112811403,False,False,,,
BRATS_002,tc,0.8275102900354169,,,11.569,9.325000000000001,2.2439999999999998,0.24064343163538868,False,False,,,
BRATS_002,et,0.8667395529640428,,,8.245000000000001,8.219,0.026000000000001577,0.003163401873707456,False,False,,,
BRATS_005,wt,0.7833019318916791,,,61.564,80.68,-19.116000000000007,-0.23693604362915227,False,False,,,
BRATS_005,tc,0.6236726685133888,,,24.047,45.265,-21.218,-0.4687506903788799,False,False,,,
BRATS_005,et,0.6587956741537083,,,12.901,18.353,-5.452000000000002,-0.29706315043862047,False,False,,,
BRATS_006,wt,0.9432022113148094,,,211.707,217.359,-5.652000000000015,-0.02600306405531869,False,False,,,
BRATS_006,tc,0.8568678317201947,,,100.33,107.443,-7.1129999999999995,-0.06620254460504639,False,False,,,
BRATS_006,et,0.8634062919646034,,,43.749,43.378,0.3710000000000022,0.008552722578265531,False,False,,,
BRATS_021,wt,0.751640429747787,,,50.792,49.639,1.1529999999999987,0.02322770402304637,False,False,,,
BRATS_021,tc,0.6824683419723115,,,22.084,38.88,-16.796000000000003,-0.4319958847736626,False,False,,,
BRATS_021,et,0.7641270553543382,,,13.343,17.856,-4.513000000000002,-0.2527441756272402,False,False,,,
BRATS_024,wt,0.8178399456031528,,,41.623,30.44,11.182999999999996,0.36737844940867265,False,False,,,
BRATS_024,tc,0.3604994757411114,,,16.495,4.487,12.008000000000001,2.6761756184533096,False,False,,,
BRATS_024,et,0.0,,,3.75,0.0,3.75,,True,False,,,
BRATS_029,wt,0.8344561524730811,,,15.844000000000001,18.89,-3.0459999999999994,-0.16124933827421914,False,False,,,
BRATS_029,tc,0.5917367458866545,,,4.346,9.329,-4.9830000000000005,-0.5341408511094436,False,False,,,
BRATS_029,et,0.0,,,0.061,0.0,0.061,,True,False,,,
BRATS_031,wt,0.8374043134389988,,,31.403000000000002,31.563000000000002,-0.16000000000000014,-0.005069226626112858,False,False,,,
BRATS_031,tc,0.7441677244277148,,,9.981,12.866,-2.885,-0.22423441629099952,False,False,,,
BRATS_031,et,0.7875009062567969,,,7.732,6.061,1.6710000000000003,0.2756970796898202,False,False,,,
BRATS_038,wt,0.9474905734188492,,,153.25900000000001,150.934,2.325000000000017,0.015404083904223152,False,False,,,
BRATS_038,tc,0.9307261677859716,,,97.206,103.21600000000001,-6.010000000000005,-0.05822740660362739,False,False,,,
