case_id,region,dice,hd95,nsd,volume_pred_ml,volume_ref_ml,volume_error_ml,relative_volume_error,reference_empty,prediction_empty,lesion_recall,lesion_precision,lesion_f1
BRATS_010,wt,0.7934665226781857,,,23.961000000000002,20.487000000000002,3.474,0.1695709474300776,False,False,,,
BRATS_010,tc,0.790946656649136,,,5.768,4.88,0.8879999999999999,0.18196721311475408,False,False,,,
BRATS_010,et,0.7613981762917933,,,4.745,4.4670000000000005,0.2779999999999996,0.06223416162972902,False,False,,,
BRATS_020,wt,0.9295685379727782,,,248.019,256.869,-8.850000000000023,-0.03445335949452842,False,False,,,
BRATS_020,tc,0.8225261108160736,,,110.024,115.936,-5.912000000000006,-0.05099365166988688,False,False,,,
BRATS_020,et,0.7749249413407117,,,51.772,67.135,-15.363000000000007,-0.22883741714455955,False,False,,,
BRATS_023,wt,0.9004790559093299,,,72.82900000000001,64.107,8.722000000000008,0.13605378507807273,False,False,,,
BRATS_023,tc,0.34758995247793617,,,18.046,5.522,12.524,2.2680188337558853,False,False,,,
BRATS_023,et,0.0,,,0.834,0.0,0.834,,True,False,,,
BRATS_027,wt,0.9386120399735554,,,51.095,53.274,-2.179000000000002,-0.04090175320043552,False,False,,,
BRATS_027,tc,0.724101164328059,,,18.158,28.736,-10.578,-0.36810968819599105,False,False,,,
BRATS_027,et,0.0,,,0.867,0.0,0.867,,True,False,,,
BRATS_034,wt,0.9479182655410591,,,200.82,216.14000000000001,-15.320000000000022,-0.07087998519478125,False,False,,,
BRATS_034,tc,0.7580898060551212,,,79.304,110.75,-31.445999999999998,-0.28393679458239274,False,False,,,
BRATS_034,et,0.13548657718120805,,,3.946,0.8220000000000001,3.124,3.800486618004866,False,False,,,
BRATS_035,wt,0.8592772867832926,,,75.63,83.797,-8.167000000000002,-0.09746172297337616,False,False,,,
BRATS_035,tc,0.8922217744257009,,,16.81,17.928,-1.118000000000002,-0.06236055332440886,False,False,,,
BRATS_035,et,0.8611357586512866,,,11.71,10.83,0.8800000000000008,0.0812557710064636,False,False,,,
BRATS_045,wt,0.9511618444349136,,,90.131,91.735,-1.6039999999999992,-0.017485147435548038,False,False,,,
BRATS_045,tc,0.8548954618054304,,,37.485,45.786,-8.301000000000002,-0.1812999606866728,False,False,,,
BRATS_045,et,0.9174884710890386,,,29.643,26.737000000000002,2.905999999999999,0.10868833451770948,False,False,,,
BRATS_048,wt,0.9342645331582071,,,153.894,162.83,-8.936000000000007,-0.054879321992261906,False,False,,,
BRATS_048,tc,0.9365364211519065,,,38.211,38.132,0.07900000000000063,0.0020717507605161186,False,False,,,
BRATS_048,et,0.925185008355216,,,30.731,32.104,-1.3729999999999976,-0.042767256416645826,False,False,,,
BRATS_051,wt,0.9429169508667121,,,101.507,111.078,-9.570999999999998,-0.08616467707376796,False,False,,,
BRATS_051,tc,0.8599989940649834,,,41.018,38.51,2.5080000000000027,0.0651259413139445,False,False,,,
BRATS_051,et,0.906753604749788,,,18.708000000000002,19.02,-0.3119999999999976,-0.016403785488958867,False,False,,,
BRATS_059,wt,0.91984083671988,,,89.168,99.569,-10.400999999999996,-0.1044602235635589,False,False,,,
BRATS_059,tc,0.8517357509934392,,,37.375,48.438,-11.063000000000002,-0.2283950617283951,False,False,,,
BRATS_059,et,0.9176446782679077,,,28.683,30.621000000000002,-1.9380000000000024,-0.06328989908886067,False,False,,,
BRATS_062,wt,0.6077092437162622,,,32.243,57.234,-24.991,-0.4366460495509662,False,False,,,
